304723 | 1402184476 | 512 | F2pool (Discus Fish)
304724 | 1402184851 | 375 | GHash.IO
304725 | 1402187050 | 2199 | GHash.IO
304726 | 1402188845 | 1795 | GHash.IO
304727 | 1402190910 | 2065 | GHash.IO
304728 | 1402192492 | 1582 | F2pool (Discus Fish)
304729 | 1402193028 | 536 | GHash.IO
304730 | 1402194030 | 1002 | F2pool (Discus Fish)
304731 | 1402194678 | 648 | GHash.IO
304732 | 1402194435 | -243 | Unknown
304733 | 1402195199 | 764 | Eligius
304734 | 1402196858 | 1659 | Unknown
304735 | 1402197745 | 887 | GHash.IO
304736 | 1402198319 | 574 | slush - mining.bitcoin.cz
304737 | 1402199121 | 802 | slush - mining.bitcoin.cz
304738 | 1402199445 | 324 | GHash.IO
304739 | 1402199543 | 98 | GHash.IO
304740 | 1402200066 | 523 | Unknown
304741 | 1402200804 | 738 | Unknown
304742 | 1402201213 | 409 | Polmine
304743 | 1402200876 | -337 | Unknown
304744 | 1402202545 | 1669 | slush - mining.bitcoin.cz
304745 | 1402202580 | 35 | GHash.IO
304746 | 1402203789 | 1209 | BTC Guild
304747 | 1402203946 | 157 | Unknown
304748 | 1402204808 | 862 | GHash.IO
304749 | 1402204935 | 127 | Unknown
304750 | 1402204963 | 28 | Unknown
304751 | 1402205548 | 585 | GHash.IO
304752 | 1402206578 | 1030 | BTC Guild
304753 | 1402206749 | 171 | GHash.IO
304754 | 1402208253 | 1504 | BTC Guild
304755 | 1402209262 | 1009 | F2pool (Discus Fish)
304756 | 1402209318 | 56 | F2pool (Discus Fish)
304757 | 1402210196 | 878 | F2pool (Discus Fish)
304758 | 1402210711 | 515 | F2pool (Discus Fish)
304759 | 1402210757 | 46 | GHash.IO
304760 | 1402210916 | 159 | Unknown
304761 | 1402212344 | 1428 | btcmp.com
304762 | 1402212679 | 335 | Unknown
304763 | 1402213044 | 365 | GHash.IO
304764 | 1402213483 | 439 | GHash.IO
304765 | 1402213656 | 173 | Eligius
304766 | 1402214320 | 664 | GHash.IO
304767 | 1402213940 | -380 | Unknown
304768 | 1402214573 | 633 | GHash.IO
304769 | 1402214809 | 236 | GHash.IO
304770 | 1402217084 | 2275 | GHash.IO
304771 | 1402217176 | 92 | Eligius
304772 | 1402218056 | 880 | BTC Guild
304773 | 1402218111 | 55 | GHash.IO
304774 | 1402218575 | 464 | GHash.IO
304775 | 1402218676 | 101 | BTC Guild
304776 | 1402219674 | 998 | GHash.IO
304777 | 1402219532 | -142 | BTC Guild
304778 | 1402219747 | 215 | F2pool (Discus Fish)
304779 | 1402220191 | 444 | Unknown
304780 | 1402220415 | 224 | Eligius
304781 | 1402220463 | 48 | BTC Guild
304782 | 1402221642 | 1179 | BTC Guild
304783 | 1402222642 | 1000 | F2pool (Discus Fish)
304784 | 1402223033 | 391 | Eligius
304785 | 1402223504 | 471 | GHash.IO
304786 | 1402223753 | 249 | Eligius
304787 | 1402223621 | -132 | Unknown
304788 | 1402224089 | 468 | GHash.IO
304789 | 1402224555 | 466 | F2pool (Discus Fish)
304790 | 1402224729 | 174 | F2pool (Discus Fish)
304791 | 1402224804 | 75 | Unknown
304792 | 1402225153 | 349 | GHash.IO
304793 | 1402225400 | 247 | slush - mining.bitcoin.cz
304794 | 1402225767 | 367 | GHash.IO
304795 | 1402226181 | 414 | BTC Guild
304796 | 1402226635 | 454 | Eligius
304797 | 1402228144 | 1509 | GHash.IO
304798 | 1402229104 | 960 | BTC Guild
304799 | 1402229096 | -8 | F2pool (Discus Fish)
304800 | 1402229160 | 64 | BTC Guild
304801 | 1402229233 | 73 | GHash.IO
304802 | 1402229468 | 235 | Eligius
304803 | 1402230156 | 688 | GHash.IO
304804 | 1402231372 | 1216 | F2pool (Discus Fish)
304805 | 1402231428 | 56 | GHash.IO
304806 | 1402232087 | 659 | GHash.IO
304807 | 1402232112 | 25 | Unknown
304808 | 1402232703 | 591 | GHash.IO
304809 | 1402232946 | 243 | GHash.IO
304810 | 1402233034 | 88 | BTC Guild
304811 | 1402234280 | 1246 | F2pool (Discus Fish)
304812 | 1402235621 | 1341 | GHash.IO
304813 | 1402235989 | 368 | GHash.IO
304814 | 1402236313 | 324 | Unknown
304815 | 1402237443 | 1130 | Unknown
304816 | 1402238077 | 634 | Unknown
304817 | 1402238256 | 179 | Unknown
304818 | 1402238659 | 403 | Unknown
304819 | 1402239051 | 392 | GHash.IO
304820 | 1402240342 | 1291 | GHash.IO
304821 | 1402241584 | 1242 | GHash.IO
304822 | 1402242903 | 1319 | F2pool (Discus Fish)
304823 | 1402243217 | 314 | Eligius
304824 | 1402243799 | 582 | GHash.IO
304825 | 1402244542 | 743 | GHash.IO
304826 | 1402244598 | 56 | GHash.IO
304827 | 1402245171 | 573 | BTC Guild
304828 | 1402246145 | 974 | Unknown
304829 | 1402246644 | 499 | GHash.IO
304830 | 1402246851 | 207 | GHash.IO
304831 | 1402246961 | 110 | F2pool (Discus Fish)
304832 | 1402247967 | 1006 | GHash.IO
304833 | 1402248421 | 454 | GHash.IO
304834 | 1402250775 | 2354 | F2pool (Discus Fish)
304835 | 1402250860 | 85 | GHash.IO
304836 | 1402250908 | 48 | Eligius
304837 | 1402253320 | 2412 | Unknown
304838 | 1402253748 | 428 | GHash.IO
304839 | 1402254014 | 266 | GHash.IO
304840 | 1402254261 | 247 | slush - mining.bitcoin.cz
304841 | 1402255699 | 1438 | Polmine
304842 | 1402256720 | 1021 | GHash.IO
304843 | 1402256737 | 17 | BTC Guild
304844 | 1402256667 | -70 | Unknown
304845 | 1402257394 | 727 | GHash.IO
304846 | 1402259659 | 2265 | Polmine
304847 | 1402259225 | -434 | GHash.IO
304848 | 1402260055 | 830 | Unknown
304849 | 1402262141 | 2086 | GHash.IO
304850 | 1402264054 | 1913 | Unknown
304851 | 1402264365 | 311 | GHash.IO
304852 | 1402264972 | 607 | BTC Guild
304853 | 1402266245 | 1273 | GHash.IO
304854 | 1402266538 | 293 | GHash.IO
304855 | 1402267024 | 486 | F2pool (Discus Fish)
304856 | 1402267231 | 207 | F2pool (Discus Fish)
304857 | 1402268347 | 1116 | BTC Guild
304858 | 1402268983 | 636 | Unknown
304859 | 1402269661 | 678 | Bitminter
304860 | 1402271865 | 2204 | GHash.IO
304861 | 1402272209 | 344 | Polmine
304862 | 1402273514 | 1305 | Bitminter
304863 | 1402273636 | 122 | F2pool (Discus Fish)
304864 | 1402275396 | 1760 | GHash.IO
304865 | 1402275625 | 229 | Eligius
304866 | 1402276386 | 761 | BTC Guild
304867 | 1402276425 | 39 | Eligius
304868 | 1402276766 | 341 | BTC Guild
304869 | 1402276898 | 132 | Unknown
304870 | 1402277156 | 258 | Unknown
304871 | 1402277927 | 771 | BTC Guild
304872 | 1402277938 | 11 | slush - mining.bitcoin.cz
304873 | 1402278795 | 857 | Unknown
304874 | 1402279092 | 297 | GHash.IO
304875 | 1402279581 | 489 | Unknown
304876 | 1402279694 | 113 | GHash.IO
304877 | 1402279792 | 98 | F2pool (Discus Fish)
304878 | 1402279930 | 138 | GHash.IO
304879 | 1402281175 | 1245 | F2pool (Discus Fish)
304880 | 1402282646 | 1471 | Unknown
304881 | 1402282917 | 271 | GHash.IO
304882 | 1402284010 | 1093 | GHash.IO
304883 | 1402283683 | -327 | Unknown
304884 | 1402285187 | 1504 | BTC Guild
304885 | 1402284793 | -394 | Eclipse Mining pool
304886 | 1402285582 | 789 | Unknown
304887 | 1402286145 | 563 | F2pool (Discus Fish)
304888 | 1402286293 | 148 | F2pool (Discus Fish)
304889 | 1402286515 | 222 | BTC Guild
304890 | 1402287033 | 518 | BTC Guild
304891 | 1402288975 | 1942 | slush - mining.bitcoin.cz
304892 | 1402289649 | 674 | BTC Guild
304893 | 1402289486 | -163 | Eligius
304894 | 1402289685 | 199 | F2pool (Discus Fish)
304895 | 1402290103 | 418 | Unknown
304896 | 1402290638 | 535 | Unknown
304897 | 1402290910 | 272 | GHash.IO
304898 | 1402292033 | 1123 | Unknown
304899 | 1402293013 | 980 | Unknown
304900 | 1402293074 | 61 | Eclipse Mining pool
304901 | 1402293162 | 88 | BTC Guild
304902 | 1402293312 | 150 | GHash.IO
304903 | 1402293891 | 579 | GHash.IO
304904 | 1402294727 | 836 | BTC Guild
304905 | 1402296622 | 1895 | BTC Guild
304906 | 1402296794 | 172 | BTC Guild
304907 | 1402297692 | 898 | GHash.IO
304908 | 1402297983 | 291 | F2pool (Discus Fish)
304909 | 1402298948 | 965 | GHash.IO
304910 | 1402299754 | 806 | BTC Guild
304911 | 1402299910 | 156 | GHash.IO
304912 | 1402300462 | 552 | Unknown
304913 | 1402301141 | 679 | F2pool (Discus Fish)
304914 | 1402301174 | 33 | Unknown
304915 | 1402300928 | -246 | Unknown
304916 | 1402301285 | 357 | slush - mining.bitcoin.cz
304917 | 1402301279 | -6 | F2pool (Discus Fish)
304918 | 1402301312 | 33 | Unknown
304919 | 1402301053 | -259 | Unknown
304920 | 1402303908 | 2855 | F2pool (Discus Fish)
304921 | 1402304385 | 477 | Unknown
304922 | 1402305028 | 643 | BTC Guild
304923 | 1402305075 | 47 | Unknown
304924 | 1402307549 | 2474 | GHash.IO
304925 | 1402307599 | 50 | GHash.IO
304926 | 1402308277 | 678 | Eclipse Mining pool
304927 | 1402308486 | 209 | Unknown
304928 | 1402308703 | 217 | GHash.IO
304929 | 1402310001 | 1298 | GHash.IO
304930 | 1402310647 | 646 | GHash.IO
304931 | 1402311070 | 423 | slush - mining.bitcoin.cz
304932 | 1402311660 | 590 | F2pool (Discus Fish)
304933 | 1402312003 | 343 | GHash.IO
304934 | 1402313203 | 1200 | GHash.IO
304935 | 1402313255 | 52 | BTC Guild
304936 | 1402314241 | 986 | F2pool (Discus Fish)
304937 | 1402314693 | 452 | GHash.IO
304938 | 1402316241 | 1548 | GHash.IO
304939 | 1402316440 | 199 | F2pool (Discus Fish)
304940 | 1402316543 | 103 | F2pool (Discus Fish)
304941 | 1402316544 | 1 | Unknown
304942 | 1402317156 | 612 | Unknown
304943 | 1402317177 | 21 | GHash.IO
304944 | 1402317235 | 58 | BTC Guild
304945 | 1402318555 | 1320 | GHash.IO
304946 | 1402318881 | 326 | GHash.IO
304947 | 1402320583 | 1702 | GHash.IO
304948 | 1402321216 | 633 | BTC Guild
304949 | 1402322676 | 1460 | GHash.IO
304950 | 1402323336 | 660 | F2pool (Discus Fish)
304951 | 1402324393 | 1057 | Eligius
304952 | 1402327953 | 3560 | BTC Guild
304953 | 1402328037 | 84 | Eligius
304954 | 1402328702 | 665 | GHash.IO
304955 | 1402329638 | 936 | Eligius
304956 | 1402331302 | 1664 | Unknown
304957 | 1402332190 | 888 | slush - mining.bitcoin.cz
304958 | 1402332813 | 623 | Unknown
304959 | 1402333550 | 737 | F2pool (Discus Fish)
304960 | 1402334345 | 795 | Unknown
304961 | 1402334316 | -29 | Bitminter
304962 | 1402334610 | 294 | GHash.IO
304963 | 1402334674 | 64 | BTC Guild
304964 | 1402335276 | 602 | BTC Guild
304965 | 1402335350 | 74 | Unknown
304966 | 1402335359 | 9 | Eligius
304967 | 1402336386 | 1027 | GHash.IO
304968 | 1402336692 | 306 | BTC Guild
304969 | 1402336986 | 294 | GHash.IO
304970 | 1402337128 | 142 | GHash.IO
304971 | 1402337691 | 563 | F2pool (Discus Fish)
304972 | 1402337542 | -149 | Unknown
304973 | 1402339631 | 2089 | Unknown
304974 | 1402340303 | 672 | F2pool (Discus Fish)
304975 | 1402341090 | 787 | GHash.IO
304976 | 1402341165 | 75 | Unknown
304977 | 1402342592 | 1427 | Bitminter
304978 | 1402342755 | 163 | slush - mining.bitcoin.cz
304979 | 1402343159 | 404 | F2pool (Discus Fish)
304980 | 1402343450 | 291 | BTC Guild
304981 | 1402343698 | 248 | GHash.IO
304982 | 1402344444 | 746 | BTC Guild
304983 | 1402344540 | 96 | Unknown
304984 | 1402345579 | 1039 | BTC Guild
304985 | 1402344955 | -624 | GHash.IO
304986 | 1402345204 | 249 | GHash.IO
304987 | 1402345255 | 51 | GHash.IO
304988 | 1402345906 | 651 | BTC Guild
304989 | 1402346321 | 415 | GHash.IO
304990 | 1402346375 | 54 | GHash.IO
304991 | 1402347865 | 1490 | Eligius
304992 | 1402348599 | 734 | BTC Guild
304993 | 1402349091 | 492 | F2pool (Discus Fish)
304994 | 1402349118 | 27 | Unknown
304995 | 1402349714 | 596 | GHash.IO
304996 | 1402349580 | -134 | Unknown
304997 | 1402350166 | 586 | Unknown
304998 | 1402350734 | 568 | GHash.IO
304999 | 1402350813 | 79 | GHash.IO
305000 | 1402351106 | 293 | GHash.IO
305001 | 1402352294 | 1188 | GHash.IO
305002 | 1402352241 | -53 | F2pool (Discus Fish)
305003 | 1402352332 | 91 | GHash.IO
305004 | 1402353046 | 714 | GHash.IO
305005 | 1402353494 | 448 | GHash.IO
305006 | 1402353935 | 441 | GHash.IO
305007 | 1402354770 | 835 | GHash.IO
305008 | 1402355294 | 524 | GHash.IO
305009 | 1402355343 | 49 | GHash.IO
305010 | 1402355760 | 417 | GHash.IO
305011 | 1402355820 | 60 | Unknown
305012 | 1402356809 | 989 | Eligius
305013 | 1402357351 | 542 | F2pool (Discus Fish)
305014 | 1402358291 | 940 | GHash.IO
305015 | 1402358157 | -134 | slush - mining.bitcoin.cz
